x,x_t-1,x_t-2,Y_1t Retail prices index,Y_2t Consumer survey - confidence indicator,Y_3t IBA GBP IBK. LIBOR 3M DELAYED  Inverted,Y_4t Manufacturing survey - production: future tendency,Y_5t FSTE uk stock,Y_1t-1,Y_2t-1,Y_3t-1,Y_4t-1,Y_5t-1,Y_5t-1,Y_1t-6,Y_1t-7,Y_1t-8,Y_1t-9
-0.0159,0.00528,0.02548,0.00757058,0.02,0.0003232,0.0487,0.025174582,0.00757058,0.02,0.0003232,0.0487,0.025174582,-0.000345363,-0.03,0.0003190,0.012,0.029233897
-0.03033,-0.0159,0.00528,-0.00240261,-0.03,0.0000731,-0.0827,-0.036833574,-0.00240261,-0.03,0.0000731,-0.0827,-0.036833574,0.00757058,0.02,0.0003232,0.0487,0.025174582
-0.00293,-0.03033,-0.0159,0,0.02,-0.0002668,-0.1716,0.045518109,0,0.02,-0.0002668,-0.1716,0.045518109,-0.00240261,-0.03,0.0000731,-0.0827,-0.036833574
0.07868,-0.00293,-0.03033,-0.002063984,-0.02,-0.0002840,0.0759,-0.00451175,-0.002063984,-0.02,-0.0002840,0.0759,-0.00451175,0,0.02,-0.0002668,-0.1716,0.045518109
0.20229,0.07868,-0.00293,0.002063984,0,-0.0001355,0.1618,0.029490262,0.002063984,0,-0.0001355,0.1618,0.029490262,-0.002063984,-0.02,-0.0002840,0.0759,-0.00451175
0.3254,0.20229,0.07868,0.003088011,0.03,0.0000664,-0.0598,0.033544559,0.003088011,0.03,0.0000664,-0.0598,0.033544559,0.002063984,0,-0.0001355,0.1618,0.029490262
0.43916,0.3254,0.20229,-0.004463527,0.02,0.0017742,0.0635,-0.034050073,-0.004463527,0.02,0.0017742,0.0635,-0.034050073,0.003088011,0.03,0.0000664,-0.0598,0.033544559
0.54238,0.43916,0.3254,0.004806051,0.02,-0.0009879,-0.0008,-0.111761163,0.004806051,0.02,-0.0009879,-0.0008,-0.111761163,-0.004463527,0.02,0.0017742,0.0635,-0.034050073
-3.09236,0.54238,0.43916,0.002052686,-0.27,0.0053192,-0.2766,-0.275540417,0.002052686,-0.27,0.0053192,-0.2766,-0.275540417,0.004806051,0.02,-0.0009879,-0.0008,-0.111761163
-9.17074,-3.09236,0.54238,0,0.01,-0.0032915,-0.4603,0.031705056,0,0.01,-0.0032915,-0.4603,0.031705056,0.002052686,-0.27,0.0053192,-0.2766,-0.275540417
2.10071,-9.17074,-3.09236,-0.001367989,-0.03,0.0236994,0.1701,0.025820523,-0.001367989,-0.03,0.0236994,0.1701,0.025820523,0,0.01,-0.0032915,-0.4603,0.031705056
5.51221,2.10071,-9.17074,0.001709694,0.09,0.0214241,0.2018,0.005391085,0.001709694,0.09,0.0214241,0.2018,0.005391085,-0.001367989,-0.03,0.0236994,0.1701,0.025820523
4.88815,5.51221,2.10071,0.005111614,0,0.0711121,0.4683,-0.079012363,0.005111614,0,0.0711121,0.4683,-0.079012363,0.001709694,0.09,0.0214241,0.2018,0.005391085
-0.04321,4.88815,5.51221,-0.003063832,0,0.0149412,-0.2622,0.049152777,-0.003063832,0,0.0149412,-0.2622,0.049152777,0.005111614,0,0.0711121,0.4683,-0.079012363
-0.46976,-0.04321,4.88815,0.003403679,0.02,0.0457875,0.0485,-0.04972061,0.003403679,0.02,0.0457875,0.0485,-0.04972061,-0.003063832,0,0.0149412,-0.2622,0.049152777
-0.43366,-0.46976,-0.04321,0,-0.06,0.0149462,0.2555,-0.039930957,0,-0.06,0.0149462,0.2555,-0.039930957,0.003403679,0.02,0.0457875,0.0485,-0.04972061
-0.15083,-0.43366,-0.46976,-0.002722016,-0.02,-0.0111755,-0.2383,0.169015025,-0.002722016,-0.02,-0.0111755,-0.2383,0.169015025,0,-0.06,0.0149462,0.2555,-0.039930957
0.84907,-0.15083,-0.43366,0.006452731,0.07,0.0741918,0.0405,0.048160011,0.006452731,0.07,0.0741918,0.0405,0.048160011,-0.002722016,-0.02,-0.0111755,-0.2383,0.169015025
-0.15925,0.84907,-0.15083,-0.002711866,-0.02,0.0293103,-0.2262,-0.02383071,-0.002711866,-0.02,0.0293103,-0.2262,-0.02383071,0.006452731,0.07,0.0741918,0.0405,0.048160011
0.84165,-0.15925,0.84907,0.00474095,0.05,-0.1342913,0.1789,0.030232629,0.00474095,0.05,-0.1342913,0.1789,0.030232629,-0.002711866,-0.02,0.0293103,-0.2262,-0.02383071
1.06695,0.84165,-0.15925,0.003035927,0.07,-0.0422123,0.3236,0.055509165,0.003035927,0.07,-0.0422123,0.3236,0.055509165,0.00474095,0.05,-0.1342913,0.1789,0.030232629
